,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
502,Georgia\Taliaferro,0,52,0,52,5330,3599,0,0,52,52,0.014448458,1
1250,Michigan\Genesee,1082,1547,1021,1482,106588,102603,61,65,1482,1482,0.014444022,1
398,Georgia\Chattooga,265,186,0,186,16069,12956,0,0,186,186,0.014356283,1
1281,Michigan\Midland,542,996,530,0,69585,69506,12,0,996,996,0.014329698,0
1368,Minnesota\Pipestone,2522,2944,2522,2944,211637,206004,0,0,2944,2944,0.014290985,1
2227,Oregon\Gilliam,7460,6500,5878,4713,294573,331667,1582,1787,4713,4713,0.014210036,1
114,Arkansas\Franklin,817,636,0,636,52763,44783,0,0,636,636,0.014201818,1
1174,Maine\Hancock,112,170,112,0,16977,11989,0,0,170,170,0.014179665,0
2381,South Dakota\Brule,5534,3741,5534,3741,287619,263853,0,0,3741,3741,0.014178349,1
2446,Tennessee\Blount,497,604,481,0,51547,42753,16,0,604,604,0.014127664,0
2281,Pennsylvania\Franklin,1871,2845,1871,2845,184991,201822,0,0,2845,2845,0.01409658,1
1054,Kentucky\Logan,539,2706,539,2706,198382,192361,0,0,2706,2706,0.014067301,1
1450,Mississippi\Oktibbeha,789,304,0,304,26229,21652,0,0,304,304,0.014040273,1
2883,Virginia\Isle of Wight,702,702,0,0,50641,50029,0,0,702,702,0.014031862,0
3055,Wisconsin\Green,2590,3377,2473,3345,240009,238606,117,32,3345,3345,0.014018927,1
2104,Ohio\Miami,2074,2308,2074,0,179034,164828,0,0,2308,2308,0.014002475,0
650,Illinois\Morgan,3206,3807,3206,3807,281053,272320,0,0,3807,3807,0.013979877,1
117,Arkansas\Grant,80,144,80,0,11825,10310,0,0,144,144,0.013967022,0
2903,Virginia\Orange,627,564,0,0,45202,40460,0,0,564,564,0.013939694,0
2096,Ohio\Lorain,1255,1429,1249,0,103949,102718,6,0,1429,1429,0.013911875,0
5,Alabama\Blount,568,516,568,0,46735,37147,0,0,516,516,0.013890758,0
1831,New York,68010,59807,65891,58463,4314954,4217041,2119,1344,58463,58463,0.013863512,1
1321,Minnesota\Chippewa,2718,4295,0,4295,337702,310612,0,0,4295,4295,0.01382754,1
874,Iowa\Woodbury,10579,5306,0,0,385307,384576,0,0,5306,5306,0.013797013,0
2025,North Dakota\Morton,6616,7562,0,7562,548569,549123,0,0,7562,7562,0.013771049,1
2160,Oklahoma\Dewey,3129,2368,1966,2268,173736,165124,1163,100,2268,2268,0.013735132,1
1501,Missouri\Chariton,2512,3876,2309,0,261624,282647,203,0,3876,3876,0.013713218,0
1499,Missouri\Cass,5256,2812,4988,2771,205033,202443,268,41,2771,2771,0.013687803,1
2919,Virginia\Shenandoah,756,719,725,719,60247,52726,31,0,719,719,0.013636536,1
770,Indiana\Warren,4357,2132,4357,0,178681,156497,0,0,2132,2132,0.013623264,0
1035,Kentucky\Henry,944,791,944,791,72729,58161,0,0,791,791,0.013600179,1
132,Arkansas\Logan,1882,907,0,0,64105,66796,0,0,907,907,0.013578657,0
2115,Ohio\Pike,81,722,0,722,38052,53230,0,0,722,722,0.01356378,1
1513,Missouri\Dent,235,435,0,0,41087,32090,0,0,435,435,0.013555625,0
1011,Kentucky\Crittenden,301,1124,301,1124,84407,83004,0,0,1124,1124,0.013541516,1
1334,Minnesota\Goodhue,2828,4468,2828,0,322809,329994,0,0,4468,4468,0.01353964,0
430,Georgia\Franklin,532,308,0,266,25948,19736,0,42,266,266,0.013477908,1
851,Iowa\Palo Alto,4390,4831,4390,4591,337419,340756,0,240,4591,4591,0.013472984,1
2692,Texas\McLennan,2937,3509,2701,3279,241607,243981,236,230,3279,3279,0.013439571,1
1418,Mississippi\Greene,107,218,107,0,13022,16242,0,0,218,218,0.013421992,0
2102,Ohio\Meigs,671,329,0,0,28321,24620,0,0,329,329,0.013363119,0
2150,Oklahoma\Choctaw,527,1050,0,840,83849,63159,0,210,840,840,0.013299767,1
2841,Virginia\Amelia,561,375,407,375,33503,28214,154,0,375,375,0.013291274,1
2476,Tennessee\Hardeman,0,1051,0,1039,78720,78235,0,12,1039,1039,0.013280501,1
666,Illinois\Schuyler,0,1652,0,1652,138362,124557,0,0,1652,1652,0.013263004,1
449,Georgia\Jackson,617,255,605,234,24479,17684,12,21,234,234,0.0132323,1
1641,Montana\Sheridan,7357,9180,0,0,716256,695965,0,0,9180,9180,0.013190318,0
2292,Pennsylvania\Lehigh,1189,831,1189,0,72737,63225,0,0,831,831,0.013143535,0
1007,Kentucky\Christian,2656,3310,0,3310,239355,252280,0,0,3310,3310,0.013120342,1
2308,Pennsylvania\Snyder,1027,782,1020,0,65426,59679,7,0,782,782,0.013103437,0
2631,Texas\Guadalupe,1094,1941,893,1468,125959,112126,201,473,1468,1468,0.013092414,1
1994,North Carolina\Yancey,113,81,0,81,9987,6194,0,0,81,81,0.013077171,1
2658,Texas\Jasper,310,357,276,213,20192,16337,34,144,213,213,0.013037889,1
1564,Missouri\Polk,1254,1347,0,1338,144053,102638,0,9,1338,1338,0.013036107,1
1175,Maine\Kennebec,136,427,0,427,38281,32770,0,0,427,427,0.013030211,1
2274,Pennsylvania\Cumberland,1191,1595,1162,1558,123109,119664,29,37,1558,1558,0.013019789,1
1401,Mississippi\Attala,435,376,0,376,37671,29086,0,0,376,376,0.012927181,1
1180,Maine\Piscataquis,148,160,98,160,9255,12387,50,0,160,160,0.012916768,1
3108,Wyoming\Campbell,4023,1814,0,0,170423,140702,0,0,1814,1814,0.012892496,0
1818,New Mexico\Quay,18781,6966,10200,2785,245859,216182,8581,4181,2785,2785,0.012882664,1
2549,Texas\Baylor,3303,1890,0,0,141716,146774,0,0,1890,1890,0.01287694,0
2200,Oklahoma\Pontotoc,788,888,0,0,112838,69016,0,0,888,888,0.012866582,0
935,Kansas\Marion,3053,4358,3053,4358,337552,341358,0,0,4358,4358,0.012766656,1
898,Kansas\Dickinson,5015,4269,5015,4269,350401,335353,0,0,4269,4269,0.01272987,1
2884,Virginia\James City,29,38,29,38,2990,2987,0,0,38,38,0.012721794,1
2144,Oklahoma\Blaine,5845,3139,5309,0,286049,247107,536,0,3139,3139,0.012702999,0
2486,Tennessee\Jefferson,0,479,117,479,49249,37711,0,0,479,479,0.012701864,1
1872,New York\Queens,5,5,5,5,0,394,0,0,5,5,0.012690355,1
2914,Virginia\Roanoke,93,96,93,96,8793,7624,0,0,96,96,0.012591815,1
1017,Kentucky\Fayette,533,1110,443,508,61715,40354,90,602,508,508,0.012588591,1
1885,New York\Tioga,377,672,377,637,53816,50688,0,35,637,637,0.012567077,1
2267,Pennsylvania\Centre,643,1060,581,0,86137,84871,62,0,1060,1060,0.012489543,0
1163,Louisiana\Washington,260,376,0,356,44961,28627,0,20,356,356,0.012435812,1
1865,New York\Onondaga,1605,1316,1598,1262,106223,101800,7,54,1262,1262,0.012396857,1
2721,Texas\Parker,1525,2211,1206,1160,103759,93854,319,1051,1160,1160,0.012359622,1
1869,New York\Oswego,1060,555,0,555,49041,45419,0,0,555,555,0.012219556,1
1506,Missouri\Cole,448,860,426,823,79523,67524,22,37,823,823,0.012188259,1
1212,Massachusetts\Berkshire,152,223,0,223,22574,18381,0,0,223,223,0.012132093,1
643,Illinois\Marshall,2332,2221,2332,2221,183523,183698,0,0,2221,2221,0.012090496,1
769,Indiana\Wabash,1087,2084,1087,2084,180439,172916,0,0,2084,2084,0.012052095,1
2018,North Dakota\LaMoure,6556,7365,6211,7365,569003,611292,345,0,7365,7365,0.012048252,1
1975,North Carolina\Rutherford,392,237,269,194,23480,16149,123,43,194,194,0.012013128,1
413,Georgia\Dawson,83,48,0,27,4344,2250,0,21,27,27,0.012,1
2613,Texas\Fisher,4569,2553,4297,2517,239434,210142,272,36,2517,2517,0.011977615,1
2106,Ohio\Montgomery,163,1248,155,1248,97463,104672,8,0,1248,1248,0.011922959,1
1058,Kentucky\McLean,0,1150,0,0,117621,96487,0,0,1150,1150,0.011918704,0
1589,Missouri\Warren,906,1056,0,1015,85180,85315,0,41,1015,1015,0.011897087,1
1859,New York\Monroe,1599,945,1576,0,105731,79522,23,0,945,945,0.011883504,0
3064,Wisconsin\La Crosse,859,1031,859,1031,87654,86855,0,0,1031,1031,0.011870359,1
1879,New York\Schoharie,527,650,0,650,53031,54964,0,0,650,650,0.011825922,1
1093,Kentucky\Todd,962,1492,0,1492,136214,126649,0,0,1492,1492,0.01178059,1
1966,North Carolina\Perquimans,1479,853,0,853,63558,72423,0,0,853,853,0.011778026,1
626,Illinois\Kane,2936,1817,2936,1817,181983,154299,0,0,1817,1817,0.011775838,1
1832,New York\Albany,368,429,368,0,32020,36457,0,0,429,429,0.011767287,0
1421,Mississippi\Harrison,120,66,60,66,5747,5643,60,0,66,66,0.011695906,1
2204,Oklahoma\Rogers,811,1034,706,840,100713,71826,105,194,840,840,0.011694929,1
945,Kansas\Ness,2511,4813,0,4813,389049,412300,0,0,4813,4813,0.011673539,1
2399,South Dakota\Grant,4016,3385,4016,3385,263680,290676,0,0,3385,3385,0.011645268,1
1089,Kentucky\Shelby,1524,1295,1524,0,124208,111258,0,0,1295,1295,0.011639612,0
2275,Pennsylvania\Dauphin,355,697,0,697,66235,59986,0,0,697,697,0.011619378,1
1205,Maryland\Somerset,358,423,0,0,35392,36407,0,0,423,423,0.011618645,0
2266,Pennsylvania\Carbon,132,155,0,155,12704,13350,0,0,155,155,0.011610487,1
2553,Texas\Blanco,1019,490,314,256,43597,22076,705,234,256,256,0.011596304,1
1020,Kentucky\Franklin,397,348,397,0,34904,30063,0,0,348,348,0.011575691,0
1943,North Carolina\Iredell,1141,871,734,0,69412,75356,407,0,871,871,0.011558469,0
1665,Nebraska\Cass,2959,3513,0,3513,246870,304275,0,0,3513,3513,0.011545477,1
1193,Maryland\Cecil,1122,632,0,632,60147,54778,0,0,632,632,0.011537479,1
1420,Mississippi\Hancock,442,55,442,55,10084,4768,0,0,55,55,0.011535235,1
3045,Wisconsin\Dane,5958,4558,5891,4558,417244,396321,67,0,4558,4558,0.011500778,1
2173,Oklahoma\Johnston,692,470,262,0,57800,40929,430,0,470,470,0.0114833,0
1044,Kentucky\Knox,8,110,8,110,17872,9583,0,0,110,110,0.01147866,1
1907,North Carolina\Cabarrus,375,348,354,342,34570,29887,21,6,342,342,0.011443102,1
916,Kansas\Harper,1767,3760,1767,0,315794,329027,0,0,3760,3760,0.011427634,0
2420,South Dakota\Meade,6647,3993,5917,0,520398,349829,730,0,3993,3993,0.011414148,0
2719,Texas\Palo Pinto,601,712,496,629,84942,55421,105,83,629,629,0.011349488,1
1427,Mississippi\Jackson,155,162,155,0,17229,14293,0,0,162,162,0.01133422,0
1198,Maryland\Harford,423,458,423,458,49203,40421,0,0,458,458,0.011330744,1
2686,Texas\Live Oak,2063,734,1801,631,90632,55742,262,103,631,631,0.01132001,1
1767,New Hampshire\Cheshire,84,104,84,0,11822,9206,0,0,104,104,0.01129698,0
983,Kentucky,58730,73573,58221,71168,7278098,6336247,509,2405,71168,71168,0.011231885,1
603,Illinois\Du Page,0,66,0,0,6388,5878,0,0,66,66,0.011228309,0
1873,New York\Rensselaer,1008,644,974,568,45175,50643,34,76,568,568,0.011215765,1
674,Illinois\Wabash,1119,1057,1119,1057,104890,94366,0,0,1057,1057,0.011201068,1
440,Georgia\Hall,170,137,117,0,15352,12250,53,0,137,137,0.011183673,0
2395,South Dakota\Douglas,2497,2148,0,2148,157298,192294,0,0,2148,2148,0.011170395,1
2656,Texas\Jack,717,400,620,0,72042,35814,97,0,400,400,0.011168817,0
907,Kansas\Franklin,1580,2241,0,0,167592,200819,0,0,2241,2241,0.011159303,0
2776,Texas\Washington,1438,1438,1108,997,90410,89366,330,441,997,997,0.011156368,1
520,Georgia\Warren,0,102,0,102,10662,9155,0,0,102,102,0.011141453,1
123,Arkansas\Izard,243,314,243,0,38036,28314,0,0,314,314,0.01108992,0
2861,Virginia\Culpeper,1266,641,0,0,56111,58018,0,0,641,641,0.011048295,0
2897,Virginia\Montgomery,383,349,0,349,30219,31639,0,0,349,349,0.01103069,1
2590,Texas\Crockett,524,88,0,0,18637,7985,0,0,88,88,0.011020664,0
2720,Texas\Panola,371,697,311,425,50745,38625,60,272,425,425,0.011003236,1
2284,Pennsylvania\Huntingdon,197,849,0,0,73043,77210,0,0,849,849,0.010995985,0
768,Indiana\Vigo,2131,1112,0,1112,103045,101345,0,0,1112,1112,0.010972421,1
2452,Tennessee\Cheatham,345,226,345,226,30323,20809,0,0,226,226,0.010860685,1
2384,South Dakota\Campbell,1080,2290,1080,2290,205605,210950,0,0,2290,2290,0.010855653,1
1497,Missouri\Carroll,2987,3480,0,3480,294730,320850,0,0,3480,3480,0.01084619,1
2061,Ohio\Clark,1475,1617,1475,1617,153465,149820,0,0,1617,1617,0.010792952,1
1650,Montana\Wibaux,1054,1464,1054,1464,159984,135740,0,0,1464,1464,0.010785325,1
1091,Kentucky\Spencer,550,355,550,334,36145,31157,0,21,334,334,0.010719902,1
468,Georgia\Madison,271,209,220,209,25316,19514,51,0,209,209,0.010710259,1
2268,Pennsylvania\Chester,1659,1211,1622,1145,117145,107125,37,66,1145,1145,0.010688448,1
693,Indiana\Cass,3129,1930,3129,1930,208479,181564,0,0,1930,1930,0.010629861,1
733,Indiana\Marion,367,170,362,0,14233,16018,5,0,170,170,0.01061306,0
2731,Texas\Red River,2798,2808,1448,1005,104474,94700,1350,1803,1005,1005,0.01061246,1
2869,Virginia\Fluvanna,265,144,0,144,18136,13633,0,0,144,144,0.010562605,1
2773,Texas\Walker,885,522,499,408,37146,38639,386,114,408,408,0.010559279,1
1196,Maryland\Frederick,1010,1376,937,1335,143661,127130,73,41,1335,1335,0.010501062,1
2214,Oklahoma\Woods,1984,2756,0,2418,303751,231102,0,338,2418,2418,0.010462912,1
377,Georgia\Banks,672,149,87,0,11885,14320,585,0,149,149,0.010405028,0
1346,Minnesota\Lac qui Parle,4970,4243,0,4243,362069,407869,0,0,4243,4243,0.01040285,1
541,Idaho\Benewah,254,913,0,847,83413,81697,0,66,847,847,0.010367578,1
2559,Texas\Brewster,481,488,0,0,50084,47141,0,0,488,488,0.010351923,0
2331,South Carolina\Anderson,664,609,490,481,63764,46533,174,128,481,481,0.01033675,1
1258,Michigan\Ingham,2341,1735,2260,1724,155695,167391,81,11,1724,1724,0.01029924,1
1336,Minnesota\Hennepin,614,559,586,0,49143,54284,28,0,559,559,0.010297694,0
2298,Pennsylvania\Monroe,97,134,97,134,14308,13049,0,0,134,134,0.010268986,1
2612,Texas\Fayette,1313,1087,1139,979,122464,95385,174,108,979,979,0.010263668,1
1189,Maryland\Baltimore,868,458,0,458,50941,44642,0,0,458,458,0.010259397,1
2666,Texas\Kaufman,1585,1360,1352,1331,155113,130532,233,29,1331,1331,0.010196733,1
2195,Oklahoma\Osage,435,1338,0,0,156177,131371,0,0,1338,1338,0.010184896,0
2836,Vermont\Windsor,116,239,116,239,27600,23585,0,0,239,239,0.010133559,1
735,Indiana\Martin,0,395,0,0,40235,39028,0,0,395,395,0.010120939,0
139,Arkansas\Montgomery,882,336,414,210,27067,20752,468,126,210,210,0.010119507,1
1536,Missouri\Lewis,2259,2028,2259,2028,178257,201259,0,0,2028,2028,0.010076568,1
2190,Oklahoma\Noble,833,1946,0,1946,215845,193284,0,0,1946,1946,0.010068086,1
2767,Texas\Upshur,1478,433,521,0,60176,43139,957,0,433,433,0.010037321,0
1412,Mississippi\Copiah,881,184,0,184,30066,18390,0,0,184,184,0.010005438,1
1955,North Carolina\Mitchell,93,43,0,43,6626,4305,0,0,43,43,0.009988386,1
1568,Missouri\Randolph,738,1086,0,0,119856,109074,0,0,1086,1086,0.009956543,0
1993,North Carolina\Yadkin,837,528,752,0,59676,53471,85,0,528,528,0.009874511,0
2407,South Dakota\Hutchinson,3348,4028,0,4028,394680,409677,0,0,4028,4028,0.009832136,1
1240,Michigan\Charlevoix,232,204,214,0,23933,20790,18,0,204,204,0.00981241,0
1315,Minnesota\Big Stone,2228,2107,2228,2107,223813,215735,0,0,2107,2107,0.009766612,1
2278,Pennsylvania\Erie,1397,939,1155,939,101698,96210,242,0,939,939,0.0097599,1
1190,Maryland\Calvert,124,207,124,0,14384,21244,0,0,207,207,0.009743928,0
525,Georgia\White,140,60,0,57,7004,5861,0,3,57,57,0.009725303,1
936,Kansas\Marshall,2529,2934,2529,2934,338554,301711,0,0,2934,2934,0.009724538,1
1207,Maryland\Washington,857,829,0,0,81623,85270,0,0,829,829,0.009722059,0
1183,Maine\Waldo,96,241,96,0,24336,24840,0,0,241,241,0.009702093,0
3016,West Virginia\Putnam,157,118,142,118,15013,12233,15,0,118,118,0.009646039,1
293,Connecticut\Litchfield,326,358,279,0,39172,37213,47,0,358,358,0.009620294,0
1516,Missouri\Franklin,1129,1264,850,1240,150258,128920,279,24,1240,1240,0.009618368,1
1794,New Jersey\Sussex,454,268,410,268,32949,27908,44,0,268,268,0.009602981,1
2516,Tennessee\Rutherford,1389,682,1372,675,77912,70378,17,7,675,675,0.009591065,1
2535,Tennessee\Williamson,851,517,843,500,69786,52354,8,17,500,500,0.009550369,1
2599,Texas\DeWitt,1213,618,510,474,78581,49680,703,144,474,474,0.009541063,1
672,Illinois\Union,137,762,137,757,74976,79343,0,5,757,757,0.009540854,1
1621,Montana\Liberty,11265,5915,0,5764,637568,604361,0,151,5764,5764,0.009537346,1
1577,Missouri\Saline,1484,3456,996,0,340155,362921,488,0,3456,3456,0.009522734,0
1369,Minnesota\Polk,10439,9423,0,9423,976367,991405,0,0,9423,9423,0.009504693,1
2890,Virginia\Loudoun,3533,580,3507,533,73593,56203,26,47,533,533,0.00948348,1
2907,Virginia\Powhatan,28,100,28,100,11606,10551,0,0,100,100,0.009477775,1
2077,Ohio\Geauga,355,308,335,308,29541,32671,20,0,308,308,0.009427321,1
2488,Tennessee\Knox,527,230,527,0,35118,24489,0,0,230,230,0.009391972,0
121,Arkansas\Howard,926,513,415,216,34747,23156,511,297,216,216,0.009328036,1
2754,Texas\Stonewall,2399,741,0,0,101704,79495,0,0,741,741,0.009321341,0
1103,Kentucky\Woodford,614,333,0,323,50745,34655,0,10,323,323,0.009320444,1
2858,Virginia\Chesterfield,185,64,185,64,6556,6869,0,0,64,64,0.009317222,1
1930,North Carolina\Gaston,76,141,0,0,14579,15142,0,0,141,141,0.009311848,0
517,Georgia\Walker,271,264,215,0,22876,28498,56,0,264,264,0.009263808,0
2163,Oklahoma\Garvin,812,1096,714,1027,137311,110970,98,69,1027,1027,0.009254754,1
2504,Tennessee\Montgomery,773,713,773,713,87812,77103,0,0,713,713,0.00924737,1
2891,Virginia\Louisa,278,278,0,278,30147,30067,0,0,278,278,0.009246017,1
677,Illinois\Wayne,2454,2944,2454,2944,284346,318671,0,0,2944,2944,0.009238368,1
3081,Wisconsin\Polk,976,1477,976,0,172203,159940,0,0,1477,1477,0.009234713,0
2003,North Dakota\Burleigh,5688,4564,0,4564,476888,494684,0,0,4564,4564,0.009226092,1
1928,North Carolina\Forsyth,436,181,376,0,24290,19695,60,0,181,181,0.00919015,0
2132,Ohio\Warren,260,737,248,0,71975,80238,12,0,737,737,0.009185174,0
1245,Michigan\Crawford,9,13,0,7,788,766,0,6,7,7,0.009138381,1
492,Georgia\Richmond,37,99,37,36,6286,3941,0,63,36,36,0.009134737,1
1978,North Carolina\Stanly,691,493,0,0,58192,54510,0,0,493,493,0.009044212,0
2482,Tennessee\Hickman,50,365,0,355,43685,39329,0,10,355,355,0.009026418,1
3047,Wisconsin\Door,778,851,774,0,98994,94302,4,0,851,851,0.009024199,0
378,Georgia\Barrow,95,59,58,59,9978,6543,37,0,59,59,0.00901727,1
2859,Virginia\Clarke,515,249,515,249,32530,27615,0,0,249,249,0.009016839,1
483,Georgia\Pickens,272,36,102,36,8047,4000,170,0,36,36,0.009,1
1440,Mississippi\Lincoln,238,180,81,0,34280,20109,157,0,180,180,0.008951216,0
2029,North Dakota\Pembina,3671,5662,3671,5662,601742,632836,0,0,5662,5662,0.008947026,1
691,Indiana\Brown,61,59,61,0,8215,6624,0,0,59,59,0.008907005,0
2413,South Dakota\Lake,2799,1844,2799,1844,260009,207264,0,0,1844,1844,0.008896866,1
2004,North Dakota\Cass,11718,9292,11718,9292,986345,1044517,0,0,9292,9292,0.008895978,1
1123,Louisiana\East Feliciana,987,231,180,0,33096,25979,807,0,231,231,0.008891797,0
899,Kansas\Doniphan,1610,1187,1610,1187,180578,133827,0,0,1187,1187,0.00886966,1
2259,Pennsylvania\Berks,1260,1633,1213,1615,170760,182303,47,18,1615,1615,0.008858878,1
2176,Oklahoma\Kiowa,2615,2677,2294,2677,292485,302346,321,0,2677,2677,0.008854094,1
631,Illinois\La Salle,3845,5013,3825,0,614381,569010,20,0,5013,5013,0.008810038,0
2023,North Dakota\McLean,6748,7403,0,7367,884687,838696,0,36,7367,7367,0.008783874,1
2415,South Dakota\Lincoln,2062,2889,2062,2881,303444,329906,0,8,2881,2881,0.008732791,1
2010,North Dakota\Emmons,5001,3872,5001,3872,529824,443946,0,0,3872,3872,0.008721781,1
442,Georgia\Haralson,80,47,0,0,11250,5396,0,0,47,47,0.008710156,0
1199,Maryland\Howard,209,182,0,0,18685,20903,0,0,182,182,0.008706884,0
764,Indiana\Tipton,61,1205,61,0,159400,138655,0,0,1205,1205,0.008690635,0
140,Arkansas\Nevada,21,140,21,140,23821,16121,0,0,140,140,0.008684325,1
2639,Texas\Harrison,800,464,679,354,52273,40859,121,110,354,354,0.008663942,1
3075,Wisconsin\Oconto,1271,1221,0,0,146751,141002,0,0,1221,1221,0.008659452,0
1953,North Carolina\Martin,1187,767,0,767,74052,88690,0,0,767,767,0.0086481,1
2618,Texas\Freestone,346,424,328,407,80055,47139,18,17,407,407,0.00863404,1
349,Florida\Okaloosa,421,161,374,0,24335,18649,47,0,161,161,0.008633171,0
2293,Pennsylvania\Luzerne,442,295,439,0,38601,34383,3,0,295,295,0.008579821,0
1531,Missouri\Johnson,1369,1886,0,0,244721,219868,0,0,1886,1886,0.008577874,0
53,Alabama\Perry,135,338,115,0,39723,39485,20,0,338,338,0.008560213,0
1572,Missouri\St. Charles,899,1075,767,1035,121847,120971,132,40,1035,1035,0.00855577,1
600,Illinois\De Kalb,75,3279,75,3279,356193,383524,0,0,3279,3279,0.008549661,1
1298,Michigan\Saginaw,1755,2346,1669,0,287217,274451,86,0,2346,2346,0.008547974,0
2935,Virginia\Virginia Beach City,194,180,0,180,21542,21212,0,0,180,180,0.008485763,1
2765,Texas\Trinity,310,152,134,0,27340,17913,176,0,152,152,0.008485457,0
2733,Texas\Refugio,0,1235,0,732,94329,86511,9,503,732,732,0.008461352,1
641,Illinois\Madison,1035,2364,1035,2338,284553,276513,0,26,2338,2338,0.008455299,1
620,Illinois\Jackson,397,1461,379,1461,177358,172948,18,0,1461,1461,0.008447626,1
2484,Tennessee\Humphreys,47,344,47,0,52652,40760,0,0,344,344,0.008439647,0
2253,Pennsylvania,37786,38990,36759,38224,4870287,4546052,1027,766,38224,38224,0.008408175,1
1646,Montana\Toole,4204,6275,0,6275,725052,747301,0,0,6275,6275,0.008396884,1
2448,Tennessee\Campbell,0,96,0,0,14872,11486,0,0,96,96,0.008358001,0
2555,Texas\Bosque,1043,656,526,587,96204,70328,517,69,587,587,0.008346604,1
2180,Oklahoma\Logan,1600,1114,1177,0,152386,133749,423,0,1114,1114,0.008329034,0
615,Illinois\Hancock,1282,2625,1282,0,322151,315713,0,0,2625,2625,0.008314513,0
263,Colorado\Lincoln,9652,4807,9652,0,575968,581583,0,0,4807,4807,0.008265372,0
2015,North Dakota\Griggs,4021,2826,3828,2826,322538,342371,193,0,2826,2826,0.008254204,1
1603,Montana\Chouteau,12088,10379,11176,0,1310448,1260269,912,0,10379,10379,0.008235543,0
986,Kentucky\Anderson,89,242,89,242,43657,29432,0,0,242,242,0.008222343,1
1317,Minnesota\Brown,3042,2423,3042,2423,318799,296379,0,0,2423,2423,0.008175343,1
2649,Texas\Hopkins,11595,1331,10601,1044,142997,127723,994,287,1044,1044,0.008173939,1
1248,Michigan\Eaton,1431,1458,1417,1436,176885,176088,14,22,1436,1436,0.008155013,1
2391,South Dakota\Davison,1599,1713,1599,1713,214888,210170,0,0,1713,1713,0.008150545,1
134,Arkansas\Madison,618,468,533,0,73146,57531,85,0,468,468,0.008134745,0
2834,Vermont\Washington,151,201,151,171,20747,21061,0,30,171,171,0.008119273,1
1836,New York\Cattaraugus,524,929,0,790,91562,97304,0,139,790,790,0.008118885,1
2934,Virginia\Suffolk,616,413,0,0,53760,50932,0,0,413,413,0.008108851,0
1616,Montana\Hill,9107,9437,8277,0,1202924,1168871,830,0,9437,9437,0.008073603,0
855,Iowa\Pottawattamie,1996,3889,0,0,434777,481829,0,0,3889,3889,0.008071328,0
610,Illinois\Fulton,850,2149,850,2149,280081,266405,0,0,2149,2149,0.008066665,1
2011,North Dakota\Foster,3279,2598,3279,2535,336125,314321,0,63,2535,2535,0.008065004,1
2101,Ohio\Medina,376,602,0,583,73743,72363,0,19,583,583,0.008056604,1
1488,Missouri\Benton,294,701,0,0,88955,87181,0,0,701,701,0.008040743,0
1388,Minnesota\Wabasha,603,1426,453,1426,181667,177784,150,0,1426,1426,0.008020969,1
2288,Pennsylvania\Lackawanna,258,129,249,129,21375,16101,9,0,129,129,0.008011925,1
2403,South Dakota\Hand,2400,4527,2400,0,506248,565623,0,0,4527,4527,0.008003564,0
1995,North Dakota,236138,218407,233171,217057,27527180,27147240,2967,1350,217057,217057,0.007995546,1
3052,Wisconsin\Fond du Lac,874,2091,874,2091,279922,262142,0,0,2091,2091,0.007976593,1
2042,North Dakota\Stutsman,8663,8168,8663,8168,931661,1030565,0,0,8168,8168,0.007925749,1
2830,Vermont\Lamoille,61,100,61,100,17325,12621,0,0,100,100,0.007923302,1
2153,Oklahoma\Coal,469,356,0,0,64234,45089,0,0,356,356,0.007895496,0
694,Indiana\Clark,421,428,421,0,61027,54233,0,0,428,428,0.007891874,0
1487,Missouri\Bates,1196,2193,751,0,277724,278213,445,0,2193,2193,0.00788245,0
497,Georgia\Spalding,175,40,171,40,7087,5075,4,0,40,40,0.007881773,1
1848,New York\Franklin,357,589,357,589,69691,74818,0,0,589,589,0.007872437,1
2706,Texas\Montague,584,582,374,582,120149,74027,210,0,582,582,0.007861996,1
582,Illinois\Adams,1561,2311,0,0,284687,294180,0,0,2311,2311,0.007855735,0
2538,Texas\Anderson,2325,896,1607,552,74892,70333,718,344,552,552,0.007848378,1
2371,South Carolina\Union,117,70,53,70,9537,8977,64,0,70,70,0.007797705,1
22,Alabama\Cullman,780,454,751,0,87754,58390,29,0,454,454,0.007775304,0
657,Illinois\Pope,0,339,0,339,30871,43600,0,0,339,339,0.007775229,1
938,Kansas\Miami,1707,1334,1707,1288,155008,166460,0,46,1288,1288,0.007737595,1
2877,Virginia\Greensville,0,246,0,246,29578,31915,0,0,246,246,0.007707974,1
2438,South Dakota\Walworth,2478,1894,0,1894,238320,245726,0,0,1894,1894,0.007707772,1
1359,Minnesota\Mower,1144,3239,1144,0,391611,422921,0,0,3239,3239,0.007658641,0
1422,Mississippi\Hinds,404,473,304,0,74943,61818,100,0,473,473,0.007651493,0
2933,Virginia\Chesapeake City,239,283,228,0,43217,36990,11,0,283,283,0.007650716,0
1376,Minnesota\Rock,1238,1929,1238,1929,251320,252671,0,0,1929,1929,0.007634434,1
1277,Michigan\Marquette,104,70,104,70,10405,9186,0,0,70,70,0.007620292,1
1769,New Hampshire\Grafton,97,131,97,131,24887,17195,0,0,131,131,0.007618494,1
46,Alabama\Marengo,10,402,0,250,36615,32830,0,152,250,250,0.007614986,1
