Date,ColonCol Size,y  AdultDrones,AdultWkr,Forgr,Drones Brood,WkrBrood,DronLarv,e  WkrLarv,DroneEggs,WkrEggs,ColonyPollen,ColonyNectar
12/21/01,8666,1,2221,2599,0,0,0,0,0,0,41311.9,18397
12/22/01,8666,1,2221,2599,0,0,0,0,0,0,41281.7,18303.5
12/23/01,8666,1,2221,2599,0,0,0,0,0,0,41251.4,18210.1
12/24/01,8666,1,2221,2599,0,0,0,0,0,0,41221.2,18116.7
12/25/01,8666,1,2221,2599,0,0,0,0,0,0,41191,18023.2
12/26/01,8666,1,2221,2599,0,0,0,0,0,0,41160.8,17929.8
12/27/01,8666,1,2221,2599,0,0,0,0,0,0,41130.6,17836.4
12/28/01,8666,1,2221,2599,0,0,0,0,0,0,41100.3,17742.9
12/29/01,8666,1,2221,2599,0,0,0,0,0,0,41070.1,17649.5
12/30/01,8666,1,2221,2599,0,0,0,0,0,0,41039.9,17556.1
12/31/01,8666,1,2221,2599,0,0,0,0,0,0,41009.7,17462.6
1/1/02,8666,1,2221,2599,0,0,0,0,0,0,40979.5,17369.2
1/2/02,8666,1,2221,2599,0,0,0,0,0,0,40949.2,17275.8
1/3/02,8666,1,2221,2599,0,0,0,0,0,0,40919,17182.3
1/4/02,8666,1,2221,2599,0,0,0,0,0,0,40888.8,17088.9
1/5/02,8666,1,2221,2599,0,0,0,0,0,0,40858.6,16995.5
1/6/02,8666,1,2221,2599,0,0,0,0,0,0,40828.4,16902
1/7/02,8666,1,2221,2599,0,0,0,0,0,0,40798.1,16808.6
1/8/02,8666,1,2221,2599,0,0,0,0,0,0,40767.9,16715.2
1/9/02,8666,1,2221,2599,0,0,0,0,0,0,40737.7,16621.7
1/10/02,8666,1,2221,2599,0,0,0,0,0,0,40707.5,16528.3
1/11/02,8666,1,2221,2599,0,0,0,0,0,0,40677.3,16434.9
1/12/02,8666,1,2221,2599,0,0,0,0,0,0,40647,16341.4
1/13/02,8666,1,2221,2599,0,0,0,0,0,0,40616.8,16248
1/14/02,8666,1,2221,2599,0,0,0,0,0,0,40586.6,16154.6
1/15/02,8666,1,2221,2599,0,0,0,0,0,0,40556.4,16061.1
1/16/02,8666,1,2221,2599,0,0,0,0,0,0,40526.2,15967.7
1/17/02,8666,1,2221,2599,0,0,0,0,0,0,40495.9,15897
1/18/02,8666,1,2221,2599,0,0,0,0,0,0,40465.7,15803.5
1/19/02,8666,1,2221,2599,0,0,0,0,0,0,40435.5,15710.1
1/20/02,8666,1,2221,2599,0,0,0,0,0,0,40405.3,15616.7
1/21/02,8666,1,2221,2599,0,0,0,0,0,0,40375.1,15523.2
1/22/02,8666,1,2221,2599,0,0,0,0,0,0,40344.8,15429.8
1/23/02,7127,0,1842,2138,0,0,0,0,0,0,40325.2,15720.4
1/24/02,7117,0,1506,2135,0,0,0,0,0,0,40305.1,16596.8
1/25/02,7117,0,1506,2135,0,0,0,0,0,0,40279.6,16512.4
1/26/02,7117,0,1506,2135,0,0,0,0,0,0,40254.2,16428.1
1/27/02,7117,0,1506,2135,0,0,0,0,0,0,40228.7,16343.8
1/28/02,7117,0,1506,2135,0,0,0,0,0,0,40203.3,16259.4
1/29/02,7117,0,1506,2135,0,0,0,0,0,0,40177.8,16175.1
1/30/02,7117,0,1506,2135,0,0,0,0,0,0,40152.4,16090.7
1/31/02,5693,0,1196,1707,0,0,0,0,0,0,40136.2,16320.3
2/1/02,5078,0,904,1523,0,0,0,0,0,0,40121.6,16524
2/2/02,4538,0,669,1361,0,0,0,0,0,0,40108.2,16705.1
2/3/02,4005,0,493,1201,0,0,0,0,0,0,40096.3,16863.8
2/4/02,4005,0,493,1201,0,0,0,0,0,0,40081.3,16823.6
2/5/02,4005,0,493,1201,0,0,0,0,0,0,40066.2,16761
2/6/02,4005,0,493,1201,0,0,0,0,0,0,40051.2,16720.7
2/7/02,4005,0,493,1201,0,0,0,0,0,5,40036.2,16658.2
2/8/02,3474,0,342,1042,0,0,0,0,0,22,40025.7,16794.9
2/9/02,3474,0,342,1042,0,0,0,0,0,44,40012.4,16758.6
2/10/02,3002,0,211,900,0,0,0,5,0,74,40070.7,16740.6
2/11/02,2567,0,111,770,0,0,0,22,0,94,40120.5,16724.4
2/12/02,2167,0,44,650,0,0,0,44,0,108,40162.4,16709.7
2/13/02,2157,0,7,647,0,0,0,79,0,112,40153.8,16684.1
2/14/02,2147,0,0,644,0,0,0,116,0,131,40145.2,16658.6
2/15/02,1771,0,0,531,0,5,0,147,0,155,40179.4,16645.7
2/16/02,1438,0,0,431,0,22,0,169,0,172,40207.1,16634.5
2/17/02,1430,0,0,429,0,44,0,203,0,181,40201.4,16615.5
2/18/02,1422,0,0,426,0,79,0,228,0,202,40195.7,16596.6
2/19/02,1119,0,0,335,0,116,0,247,0,213,40217.3,16587
2/20/02,1112,0,0,333,0,152,0,276,0,224,40212.8,16571.2
2/21/02,829,0,0,248,0,191,0,318,0,216,40228.8,16563.4
2/22/02,604,0,0,181,0,247,0,329,0,224,40240.4,16557
2/23/02,599,0,0,179,0,307,0,345,0,204,40238,16547
2/24/02,435,0,0,130,0,363,0,362,0,186,40246.4,16541.9
2/25/02,297,0,0,89,0,428,0,372,0,161,40252.1,16537.9
2/26/02,180,0,0,54,0,509,0,347,0,139,40255.6,16535.1
2/27/02,95,0,0,28,0,576,0,335,0,106,40257.4,16533.3
2/28/02,5,0,5,0,0,647,0,309,0,56,40257.4,16533
3/1/02,22,0,22,0,0,703,0,270,0,22,40257.2,16532.1
3/2/02,44,0,44,0,0,756,0,217,0,0,40256.6,16519.5
3/3/02,79,0,79,0,0,777,0,161,0,0,40256.1,16517.2
3/4/02,116,0,116,0,0,795,0,106,0,0,40256,16514.1
3/5/02,152,0,152,0,0,809,0,56,0,0,40255.7,16510.4
3/6/02,191,0,191,0,0,804,0,22,0,0,40254.4,16490
3/7/02,247,0,247,0,0,770,0,0,0,0,40252.7,16465.9
3/8/02,307,0,307,0,0,710,0,0,0,0,40250.6,16435.3
3/9/02,363,0,363,0,0,654,0,0,0,0,40249.9,16428.4
3/10/02,428,0,428,0,0,589,0,0,0,0,40249.1,16420.5
3/11/02,509,0,509,0,0,508,0,0,0,0,40248,16411.6
3/12/02,576,0,576,0,0,441,0,0,0,0,40246.9,16401.8
3/13/02,652,0,652,0,0,365,0,0,0,0,40245.6,16391.1
3/14/02,725,0,725,0,0,292,0,0,0,0,40244.1,16379.5
3/15/02,800,0,800,0,0,217,0,0,0,0,40242.5,16367.1
3/16/02,856,0,856,0,0,161,0,0,0,0,40240.8,16354
3/17/02,911,0,911,0,0,106,0,0,0,0,40236,16261.1
3/18/02,961,0,961,0,0,56,0,0,0,0,40231.1,16164
3/19/02,995,0,995,0,0,22,0,0,0,0,40229.1,16149.5
3/20/02,1017,0,1017,0,0,0,0,0,0,0,40227,16134.7
3/21/02,1016,0,1012,4,0,0,0,0,0,0,40225,16120.6
3/22/02,1014,0,995,19,0,0,0,0,0,0,40221.1,16031.7
3/23/02,1011,0,973,38,0,0,0,0,0,8,40217.7,15952.2
3/24/02,1007,0,938,69,0,0,0,0,0,24,40214.7,15885.7
3/25/02,1002,0,901,101,0,0,0,0,0,50,40212.2,15832.4
3/26/02,997,0,865,132,0,0,0,8,0,85,40219.9,15771
3/27/02,991,0,826,165,0,0,0,24,0,127,40230.4,15717.6
3/28/02,985,0,770,215,0,0,0,50,0,179,40228.5,15657.6
3/29/02,979,0,710,269,0,0,0,93,0,238,40226.9,15600
3/30/02,973,0,654,291,0,0,0,151,0,310,40225.3,15543.6
3/31/02,967,0,589,290,0,8,0,221,0,389,40223.6,15487
4/1/02,967,0,508,290,0,24,0,307,0,460,40244.2,15447
4/2/02,967,0,441,290,0,50,0,411,0,551,40264.7,15404.6
4/3/02,967,0,365,290,0,93,0,525,0,655,40285,15359.1
4/4/02,967,0,292,290,0,151,0,640,0,765,40305.3,15309.8
4/5/02,960,0,217,288,0,229,0,783,0,864,40325.2,15255.1
4/6/02,960,0,161,288,0,331,0,942,0,962,40322.9,15175.8
4/7/02,947,0,106,284,0,461,0,1095,0,1058,40342.3,15112
4/8/02,947,0,56,284,0,618,0,1258,0,1132,40339.8,15023.2
4/9/02,947,0,22,284,0,791,0,1444,0,1184,40336.9,14925.6
4/10/02,920,0,0,276,0,1012,0,1602,0,1227,40355.1,14840.8
4/11/02,890,0,0,267,0,1273,0,1735,0,1252,40372.4,14752.4
4/12/02,860,0,0,258,0,1556,0,1863,0,1249,40389,14658.4
4/13/02,597,0,8,179,0,1868,0,1965,0,827,40399.7,14569
4/14/02,532,0,24,159,0,2211,0,2025,0,408,40408.8,14478.7
4/15/02,558,0,50,167,0,2564,0,2054,0,0,40405.4,14373.3
4/16/02,534,0,93,160,0,2915,0,1660,0,0,40414.1,14276.9
4/17/02,516,0,151,154,0,3268,0,1249,0,0,40422,14178.7
4/18/02,521,0,229,156,0,3612,0,827,0,0,40429.7,14079.3
4/19/02,492,0,331,147,0,3929,0,408,0,164,40437,14003.3
4/20/02,483,0,461,22,0,4207,0,0,0,256,40433.9,13967.1
4/21/02,618,0,618,0,0,4050,0,0,0,267,40429.8,13911.7
4/22/02,791,0,791,0,0,3877,0,164,0,103,40424.5,13837.7
4/23/02,1012,0,1012,0,0,3656,0,256,0,11,40417.7,13740.8
4/24/02,1273,0,1273,0,0,3395,0,267,0,0,40409.3,13616.9
4/25/02,1556,0,1556,0,0,3112,0,267,0,0,40398.8,13454.4
4/26/02,1876,0,1876,0,0,2792,0,267,0,0,40386,13243.1
4/27/02,2235,0,2235,0,0,2597,0,103,0,0,40371.4,13007.6
4/28/02,2614,0,2614,0,0,2310,0,11,0,0,40355,12743.2
4/29/02,3008,0,3008,0,0,1927,0,0,0,0,40336.5,12439.2
4/30/02,3419,0,3419,0,0,1516,0,0,0,0,40315.9,12092.1
5/1/02,3841,0,3841,0,0,1094,0,0,0,0,40293.3,11702
5/2/02,4260,0,4260,0,0,675,0,0,0,0,40268.7,11269
5/3/02,4668,0,4668,0,0,267,0,0,0,0,40242.5,10796.8
5/4/02,4668,0,4660,8,0,267,0,0,0,0,40217.6,10312.3
5/5/02,4668,0,4644,24,0,267,0,0,0,3,40194.1,9817.4
5/6/02,4668,0,4618,50,0,267,0,0,0,14,40172.3,9316.6
5/7/02,4668,0,4575,93,0,267,0,0,0,40,40152.5,8865.6
5/8/02,4668,0,4517,151,0,267,0,3,0,85,40134.4,8425.9
5/9/02,4668,0,4439,229,0,267,0,14,0,146,40135.9,8034.7
5/10/02,4832,0,4501,331,0,103,0,40,0,212,40151.1,7993.5
5/11/02,4924,0,4463,461,0,11,0,88,0,308,40172.9,7672.5
5/12/02,4935,0,4317,618,0,0,0,160,0,433,40208.8,7395.1
5/13/02,4935,0,4144,791,0,3,0,249,0,562,40199.4,7096.3
5/14/02,4935,0,3923,1012,0,14,0,382,0,693,40267.6,6858.2
5/15/02,4935,0,3662,1273,0,40,0,553,0,773,40351.9,6830.7
5/16/02,4935,0,3379,1480,0,88,0,726,0,972,40455.8,6618.9
5/17/02,4935,0,3059,1480,0,160,0,929,0,1124,40559.6,6403.9
5/18/02,4885,0,2700,1465,0,252,0,1114,0,1225,40657.9,6379.8
5/19/02,4784,0,2321,1435,0,396,0,1390,1,1258,40753.8,6355.9
5/20/02,4706,0,1927,1411,0,593,0,1620,3,1279,40848.8,6332.3
5/21/02,4604,0,1516,1381,0,814,0,1777,8,1552,40946,6124.8
5/22/02,4474,0,1094,1342,0,1089,1,1955,13,1730,41040.3,5914.2
5/23/02,4144,0,675,1243,0,1366,3,2126,19,1958,41127,5698.1
5/24/02,3923,0,267,1176,0,1786,8,2357,21,1865,41203.2,5677
5/25/02,3662,0,267,1098,0,2213,14,2561,24,1864,41274.4,5656.7
5/26/02,3665,0,270,1099,0,2588,22,2859,21,1612,41260.4,5618.9
5/27/02,3676,0,281,1102,0,3030,29,2964,19,1442,41246.3,5581.1
5/28/02,3419,0,307,1025,0,3452,38,3146,15,1240,41312.6,5561.7
5/29/02,3467,0,355,1040,1,4055,42,2919,13,1105,41299.2,5503.6
5/30/02,3219,0,427,965,3,4614,45,2676,12,1070,41361.3,5484.9
5/31/02,3311,0,355,993,8,5198,45,2428,9,949,41347.5,5428.2
6/1/02,3455,0,407,1036,14,5612,42,2159,9,964,41332.7,5370.3
6/2/02,3652,0,593,1095,22,6045,38,1882,6,805,41316.5,5310.7
6/3/02,3514,0,814,1054,29,6248,33,1765,8,865,41381.9,5290.9
6/4/02,3789,0,1089,1136,38,6361,27,1681,7,827,41453.9,5571
6/5/02,4066,0,1366,1219,43,6512,23,1447,9,994,41441.8,5530.3
6/6/02,4486,0,1786,1345,48,6381,22,1525,7,932,41429,5463.9
6/7/02,4913,0,2213,1473,53,6307,19,1438,7,1000,41415.2,5417.2
6/8/02,5291,0,2591,1587,56,6236,19,1492,4,741,41400.8,5344.9
6/9/02,5744,0,3044,1723,60,6087,17,1493,3,638,41385.4,5269.5
6/10/02,6192,0,3492,1857,62,5833,17,1633,2,481,41369.3,5191
6/11/02,6464,0,4143,1939,65,5549,14,1368,4,652,41502.5,5692.5
6/12/02,7096,1,4774,2128,65,5184,14,1304,3,567,41485,5608.3
6/13/02,7774,3,5450,2321,67,4869,11,1120,2,539,41465.9,5520
6/14/02,8337,8,6008,2321,64,4616,11,1088,0,422,41445.7,5428.4
6/15/02,8973,14,6638,2321,61,4320,8,871,0,448,41424,5333.3
6/16/02,9405,22,7059,2324,55,3998,6,918,0,372,41401.4,5235.8
6/17/02,9800,29,7436,2335,50,3812,4,872,0,279,41378.1,5136.2
6/18/02,10237,38,7838,2361,41,3561,4,838,0,267,41353.7,5034.3
6/19/02,10531,43,8079,2409,37,3545,3,638,0,314,41328.5,4930.9
6/20/02,10889,48,8360,2481,33,3309,2,584,0,453,41302.3,4825.7
6/21/02,11201,53,8575,2573,30,3151,0,566,0,417,41275.3,4718.9
6/22/02,11508,56,8735,2717,27,3003,0,530,1,488,41247.4,4610.6
6/23/02,11706,60,8732,2914,23,2952,0,589,1,293,41218.7,4501.4
6/24/02,12075,62,8878,3135,21,2658,0,611,1,289,41188.9,4390.3
6/25/02,12344,65,8869,3410,18,2455,1,739,0,154,41158.2,4278
6/26/02,12706,66,8953,3687,17,2225,1,615,0,180,41126,4164
6/27/02,13015,70,8838,3904,13,2040,1,586,0,89,41092.3,4048.6
6/28/02,13351,72,8745,4005,11,1908,1,440,0,33,41057,3931.6
6/29/02,13456,75,8469,4036,8,1901,1,378,0,17,41020.7,3814.2
6/30/02,13660,77,8218,4098,6,1890,1,187,0,17,40982.8,3695.8
7/1/02,13839,79,7947,4151,4,1720,1,180,0,17,40943.7,3576.6
7/2/02,14112,79,7569,4233,5,1538,0,106,0,0,40902.6,3456.2
7/3/02,14229,79,7055,4268,4,1477,0,50,0,0,40860,3335.3
7/4/02,14377,78,6528,4313,3,1361,0,17,0,0,40815.7,3213.7
7/5/02,14530,75,6126,4359,1,1205,0,17,4,136,40770,3091.5
7/6/02,14667,69,5639,4400,1,1062,0,17,7,242,40722.8,2968.7
7/7/02,14732,61,5288,4419,1,1006,0,0,8,312,40674.6,2845.5
7/8/02,14788,54,4963,4436,1,943,4,136,7,288,40625.6,2722.2
7/9/02,14910,45,4666,4473,1,812,7,242,9,339,40575.6,2598.3
7/10/02,15025,40,4497,4507,1,692,8,312,13,407,40524.9,2473.9
7/11/02,15222,35,4346,4566,1,490,11,424,15,464,40473.2,2348.7
7/12/02,15312,30,4134,4593,1,395,16,581,12,391,40420.9,2223
7/13/02,15500,27,4021,4650,1,340,21,583,14,461,40367.6,2096.6
7/14/02,15503,23,3834,4650,1,439,26,646,15,478,40312,1970.2
7/15/02,15592,21,3558,4677,5,418,24,660,20,610,40255.6,1843.4
7/16/02,15646,19,3348,4693,7,474,28,756,22,645,40199.5,1716.4
7/17/02,15678,18,3020,4703,8,598,33,785,22,649,40142.4,1589.2
7/18/02,15674,14,2715,4702,11,736,37,863,30,829,40085.5,1462
7/19/02,15672,12,2381,4701,16,905,41,937,27,755,40028.4,1334.9
7/20/02,15686,9,2296,4705,21,972,42,1043,26,730,39971.2,1207.7
7/21/02,15684,7,2094,4705,26,1180,52,1231,26,711,39910.7,1080.5
7/22/02,15682,5,1917,4704,28,1366,56,1214,26,717,39850.4,953.3
7/23/02,15682,5,1644,4704,35,1582,54,1163,26,697,39790.8,826.1
7/24/02,15681,4,1527,4704,41,1825,63,1297,18,513,39731.2,698.9
7/25/02,15680,3,1378,4704,48,2015,62,1282,22,587,39671.9,571.8
7/26/02,15814,1,1358,4744,57,2275,58,1031,32,821,39611.2,444
7/27/02,15920,1,1321,4776,63,2338,59,1055,43,1090,39549.5,315.8
7/28/02,15990,1,1318,4797,78,2433,54,1139,44,1119,39487.2,187.3
7/29/02,16106,5,1367,4831,80,2698,63,1141,36,928,39423.8,58.4
7/30/02,16266,8,1393,4879,82,2716,76,1428,29,752,39359.1,0
7/31/02,16405,9,1411,4921,96,2723,72,1561,29,771,39293.1,0
8/1/02,16577,12,1378,4973,99,2747,73,1556,30,798,39228.1,0
8/2/02,16666,17,1367,4999,99,2912,79,1593,39,1036,39163.3,0
8/3/02,16879,22,1384,5063,101,3083,83,1511,45,1176,39097.1,0
8/4/02,17070,27,1563,5121,106,3359,81,1264,58,1502,39030.1,0
8/5/02,17288,29,1688,5186,119,3421,86,1510,60,1558,38961.9,0
8/6/02,17537,35,1875,5261,130,3366,85,1759,63,1649,38893.1,0
8/7/02,17733,41,2032,5319,135,3462,95,2014,64,1696,38824.1,0
8/8/02,18136,48,2428,5440,135,3363,110,2297,64,1721,38753.3,0
8/9/02,18314,57,2597,5494,137,3409,119,2610,66,1783,38683.1,0
8/10/02,18485,63,2745,5545,142,3768,130,2674,68,1855,38612.7,0
8/11/02,18072,78,3122,5421,135,3828,144,2842,71,1943,38965.2,0
8/12/02,17831,84,3297,5349,149,4194,146,2891,77,2124,39313.5,0
8/13/02,17562,89,3442,5268,161,4629,153,2971,81,2289,39657,0
8/14/02,17362,104,3635,5208,167,4964,157,3136,78,2253,39998.5,0
8/15/02,17617,110,3884,5285,183,5303,163,3319,71,2128,40345,0
8/16/02,18001,115,4127,5400,198,5529,171,3539,70,2124,40279.7,0
8/17/02,18470,122,4483,5541,213,5657,171,3606,76,2312,40640.6,0
8/18/02,18491,132,4691,5547,225,6039,170,3592,77,2346,41002.1,0
8/19/02,18690,143,4767,5607,232,6544,175,3720,72,2233,41369.1,0
8/20/02,18991,158,4896,5697,238,7029,179,3794,66,2119,41302.1,0
8/21/02,5942,168,5055,719,252,7557,176,3649,69,2236,41342.8,0
8/22/02,6161,172,5101,888,273,7999,170,3700,47,1672,41395.6,0
8/23/02,6691,178,5541,972,290,8121,164,3785,25,1150,41452.2,0
8/24/02,7134,184,5770,1180,301,8505,167,3761,0,613,41522.4,0
8/25/02,7678,187,6125,1366,314,8809,146,3060,0,690,41602.7,0
8/26/02,8276,205,6489,1582,321,8909,119,2589,0,897,41687,0
8/27/02,8678,215,6774,1689,332,9089,91,2141,0,954,41798.5,0
8/28/02,9175,230,7172,1773,333,9232,69,1631,0,1094,41914.8,0
8/29/02,9725,245,7381,2099,333,9424,47,1250,0,1078,42054.1,0
8/30/02,10057,256,7802,1999,335,8978,25,1423,0,1172,42185.4,0
8/31/02,10595,272,8297,2026,338,8527,0,1575,0,1261,42295.6,0
9/1/02,11126,279,8613,2234,316,8094,0,1715,0,1308,42418,0
9/2/02,11829,295,9209,2325,294,7544,0,1905,1,1374,42544.4,0
9/3/02,12465,314,9889,2262,270,7135,0,1939,2,1368,42691,0
9/4/02,12946,324,10353,2269,245,6795,0,2069,2,1311,42837.4,0
9/5/02,13398,346,10750,2302,217,6510,1,2185,1,1276,42985.4,0
9/6/02,13999,369,11192,2438,189,6089,2,2229,1,1391,43112.7,0
9/7/02,14859,384,11575,2900,167,5655,2,2208,2,1430,43079.4,0
9/8/02,15360,395,11977,2988,146,5425,2,2200,5,1559,43244.3,0
9/9/02,15684,407,12497,2780,119,5164,3,2312,6,1476,43423.7,0
9/10/02,16256,417,12942,2897,91,4910,4,2264,7,1529,43610.7,0
9/11/02,16899,428,13442,3029,69,4557,7,2391,7,1550,43774.9,0
9/12/02,16681,443,13371,2867,48,4803,8,2477,8,1623,43930.3,0
9/13/02,16901,454,13056,3391,27,5036,9,2517,8,1698,43868.2,0
9/14/02,17000,468,12879,3653,2,5335,12,2550,8,1656,44088.4,0
9/15/02,17068,460,12559,4049,2,5543,15,2670,9,1693,44340.8,0
9/16/02,17271,440,12395,4436,3,5698,16,2656,11,1691,44635.6,0
9/17/02,17322,423,12184,4715,4,5857,18,2730,13,1740,44943.4,0
9/18/02,16821,402,11957,4462,7,5978,19,2834,15,1842,45233.9,0
9/19/02,16921,380,11752,4789,9,6170,21,2797,16,1964,45551,0
9/20/02,17124,360,11573,5137,11,6308,24,2847,16,2010,45896.2,0
9/21/02,17266,338,11363,5179,14,6415,27,2978,15,1962,46246.1,0
9/22/02,17394,316,11117,5218,17,6518,29,3105,16,1942,46597.3,0
9/23/02,17110,294,10823,5133,19,6627,32,3164,17,1967,46941.2,0
9/24/02,17093,270,10442,5127,22,6738,34,3249,17,1948,47283.2,0
9/25/02,16917,245,10175,5075,26,6947,36,3307,17,1984,47620.3,0
9/26/02,16752,218,9971,5025,29,7193,38,3289,18,2083,47954.1,0
9/27/02,16756,191,9709,5026,33,7311,38,3233,20,2215,48287,0
9/28/02,16575,169,9293,4972,39,7527,38,3281,21,2270,48615.4,0
9/29/02,16520,148,9184,4956,44,7596,40,3410,21,2220,48941.8,0
9/30/02,16380,122,8952,4914,48,7777,42,3506,20,2192,49265,0
10/1/02,16175,95,8703,4852,52,7965,44,3584,18,2058,49583.7,0
10/2/02,16055,76,8498,4816,55,7994,45,3682,16,1957,49897.7,0
10/3/02,15813,56,8903,4743,59,8138,45,3714,15,1849,50206,0
10/4/02,15525,36,9251,4657,62,8350,45,3559,15,1841,50507.8,0
10/5/02,15396,14,9541,4618,65,8553,44,3424,14,1768,50806,0
10/6/02,15339,17,9906,4601,69,8715,42,3293,12,1709,51102.7,0
10/7/02,15075,19,10045,4522,74,8879,40,3180,9,1618,51393.8,0
10/8/02,14832,22,10327,4449,78,9005,37,3000,7,1539,51679.4,0
10/9/02,14844,26,10654,4164,81,8931,33,2944,5,1422,51942.6,0
10/10/02,14817,30,10931,3856,83,8872,29,2841,4,1303,52181.3,0
10/11/02,14736,35,11165,3536,83,8844,26,2690,2,1217,52395,0
10/12/02,14585,41,11355,3189,82,8810,22,2525,1,1130,52582.2,0
10/13/02,15247,46,11565,3636,82,8698,18,2376,0,1056,52523.3,0
10/14/02,15778,51,11758,3969,82,8586,13,2198,0,1006,52767.6,0
10/15/02,16195,56,11935,4204,81,8480,9,2037,0,982,53029,0
10/16/02,16634,62,12238,4334,78,8253,6,1893,0,984,53299.3,0
10/17/02,17187,67,12565,4555,74,7925,4,1782,0,944,53585,0
10/18/02,17528,71,12759,4698,71,7568,2,1716,0,892,53880.1,0
10/19/02,17965,77,13078,4810,66,7200,1,1660,0,857,54183.2,0
10/20/02,18330,84,13226,5020,60,6835,0,1596,0,847,54501.6,0
10/21/02,19061,90,13475,5496,53,6432,0,1552,0,838,54433.2,0
10/22/02,19281,96,13607,5578,46,6148,0,1511,0,809,54792.6,0
10/23/02,19903,100,13633,5970,39,5860,0,1461,0,772,54723.3,0
10/24/02,20524,104,13701,6157,33,5567,0,1406,0,742,54653.4,0
10/25/02,21133,107,13750,6339,28,5251,0,1376,0,711,54582.6,0
10/26/02,21269,109,13745,6380,23,4984,0,1341,0,678,55001.6,0
10/27/02,20932,111,13717,6279,18,4715,0,1291,0,609,55414.5,0
10/28/02,20973,114,13677,6291,13,4480,0,1240,0,543,55829.6,0
10/29/02,20996,115,13544,6298,9,4283,0,1181,0,476,56246.8,0
10/30/02,21046,114,13297,6313,6,4102,0,1091,0,445,56666.6,0
10/31/02,20998,112,13016,6299,4,3949,0,1011,0,388,57086.9,0
11/1/02,20805,109,12751,6241,2,3808,0,915,0,334,57504.4,0
11/2/02,20715,104,12465,6214,1,3683,0,825,0,263,57921.4,0
11/3/02,19977,100,12130,5993,0,3571,0,721,0,208,58324.4,0
11/4/02,18118,95,11790,5435,0,3411,0,640,0,153,58689.1,0
11/5/02,18433,90,11499,5529,0,3244,0,545,0,102,58637.7,0
11/6/02,18740,84,11130,5622,0,3063,0,453,0,55,58587.1,0
11/7/02,18469,78,10651,5540,0,2912,0,348,0,21,58963.2,0
11/8/02,18152,73,10176,5445,0,2740,0,259,0,4,59333.6,0
11/9/02,17877,67,9717,5363,0,2540,0,174,0,0,59698.9,0
11/10/02,17549,60,9278,5264,0,2328,0,106,0,0,60057.9,0
11/11/02,17122,53,8822,5136,0,2110,0,55,0,0,60408.3,0
11/12/02,16698,46,8468,5009,0,1884,0,21,0,0,60750.2,0
11/13/02,16290,39,8093,4887,0,1658,0,4,0,0,61083.9,0
11/14/02,15884,33,7715,4765,0,1423,0,0,0,0,61052,0
11/15/02,15452,28,7338,4635,0,1194,0,0,0,0,61021,0
11/16/02,13685,23,7003,4105,0,984,0,0,0,0,60989.3,572.5
11/17/02,13081,18,6615,3924,0,814,0,0,0,0,60962.3,522.4
11/18/02,12486,13,6263,3745,0,651,0,0,0,0,60936.4,470.7
11/19/02,11877,9,5940,3563,0,508,0,0,0,0,60908.7,965
11/20/02,11294,6,5638,3388,0,369,0,0,0,0,60882.2,1434.2
11/21/02,11388,4,5348,3416,0,263,0,0,0,0,60847.4,1347.9
11/22/02,10751,2,5057,3225,0,174,0,0,0,0,60821.7,1793.6
11/23/02,10808,1,4771,3242,0,106,0,0,0,0,60795.3,3147.7
11/24/02,9639,0,4500,2891,0,55,0,0,0,0,60772.2,3545.6
11/25/02,9057,0,4204,2717,0,21,0,0,0,0,60750.5,3918.5
11/26/02,8469,0,3891,2540,0,4,0,0,0,0,60730.1,4266.3
11/27/02,7929,0,3571,2378,0,0,0,0,0,0,60710.9,4590.9
11/28/02,7372,0,3281,2211,0,0,0,0,0,0,60692.9,4891.8
11/29/02,6858,0,3003,2057,0,0,0,0,0,0,60676.1,5170.8
11/30/02,6393,0,2714,1917,0,0,0,0,0,0,60660.4,5430.1
12/1/02,5557,0,2434,1667,0,0,0,0,0,0,60646.8,5654
12/2/02,5557,0,2434,1667,0,0,0,0,0,0,60629.4,5579.9
12/3/02,5547,0,2165,1664,0,0,0,0,0,0,60615.4,6254.6
12/4/02,4823,0,1905,1446,0,0,0,0,0,0,60603.3,6836.4
12/5/02,4823,0,1905,1446,0,0,0,0,0,0,60587.8,6790.3
12/6/02,4823,0,1905,1446,0,0,0,0,0,0,60572.3,6721.4
12/7/02,4823,0,1905,1446,0,0,0,0,0,0,60556.8,6652.5
12/8/02,4823,0,1905,1446,0,0,0,0,0,0,60541.3,6583.6
12/9/02,4823,0,1905,1446,0,0,0,0,0,0,60525.8,6514.7
12/10/02,4823,0,1905,1446,0,0,0,0,0,0,60510.4,6445.8
12/11/02,4823,0,1905,1446,0,0,0,0,0,0,60494.9,6376.9
12/12/02,4823,0,1905,1446,0,0,0,0,0,0,60479.4,6308
12/13/02,4823,0,1905,1446,0,0,0,0,0,0,60463.9,6239.2
12/14/02,4823,0,1905,1446,0,0,0,0,0,0,60448.4,6170.3
12/15/02,4823,0,1905,1446,0,0,0,0,0,0,60432.9,6101.4
12/16/02,4823,0,1905,1446,0,0,0,0,0,0,60417.5,6032.5
12/17/02,4823,0,1905,1446,0,0,0,0,0,0,60402,5963.6
12/18/02,4823,0,1905,1446,0,0,0,0,0,0,60386.5,5894.7
12/19/02,4823,0,1905,1446,0,0,0,0,0,0,60371,5825.8
